0,7,2013,IT-001,4448,0,28422,28422,0,0,0,0,0,0,0,0,0,0
0,7,2013,IT-003,4448,0,398,398,0,0,0,0,0,0,0,0,0,0
0,7,2013,IT-004,4448,0,160,160,0,0,0,0,0,0,0,0,0,0
0,7,2013,IT-006,4448,0,86,86,0,0,0,0,0,0,0,0,0,0
0,7,2013,IT-007,4448,0,224,224,0,0,0,0,0,0,0,0,0,0
0,7,2013,IT-009,4448,0,720,720,0,0,0,0,0,0,0,0,0,0
0,7,2013,IT-010,4448,0,13,13,0,0,0,0,0,0,0,0,0,0
0,7,2013,IT-012,4448,0,16,16,0,0,0,0,0,0,0,0,0,0
0,7,2013,IT-001,4464,0,46422,46422,0,0,0,0,0,0,0,0,0,0
0,7,2013,IT-003,4464,0,10,10,0,0,0,0,0,0,0,0,0,0
0,7,2013,IT-004,4464,0,255,255,0,0,0,0,0,0,0,0,0,0
0,7,2013,IT-006,4464,0,125,125,0,0,0,0,0,0,0,0,0,0
0,7,2013,IT-007,4464,0,62,62,0,0,0,0,0,0,0,0,0,0
0,7,2013,IT-009,4464,0,435,435,0,0,0,0,0,0,0,0,0,0
0,7,2013,IT-010,4464,0,30,30,0,0,0,0,0,0,0,0,0,0
0,7,2013,IT-012,4464,0,0,0,0,0,0,0,0,0,0,0,0,0
0,7,2013,IT-001,4480,0,46116,46116,0,0,0,0,0,0,0,0,0,0
0,7,2013,IT-003,4480,0,77,77,0,0,0,0,0,0,0,0,0,0
0,7,2013,IT-004,4480,0,142,142,0,0,0,0,0,0,0,0,0,0
0,7,2013,IT-006,4480,0,219,219,0,0,0,0,0,0,0,0,0,0
0,7,2013,IT-007,4480,0,243,243,0,0,0,0,0,0,0,0,0,0
0,7,2013,IT-009,4480,0,330,330,0,0,0,0,0,0,0,0,0,0
0,7,2013,IT-010,4480,0,30,30,0,0,0,0,0,0,0,0,0,0
0,7,2013,IT-012,4480,0,47,47,0,0,0,0,0,0,0,0,0,0
0,7,2013,IT-003,4488,0,240,240,0,0,0,0,0,0,0,0,0,0
0,7,2013,IT-006,4488,0,0,0,0,0,0,0,0,0,0,0,0,0
0,7,2013,IT-007,4488,0,0,0,0,0,0,0,0,0,0,0,0,0
0,7,2013,IT-009,4488,0,300,300,0,0,0,0,0,0,0,0,0,0
0,7,2013,IT-010,4488,0,0,0,0,0,0,0,0,0,0,0,0,0
0,7,2013,IT-001,4504,0,1536,1536,0,0,0,0,0,0,0,0,0,0
0,7,2013,IT-003,4504,0,0,0,0,0,0,0,0,0,0,0,0,0
0,7,2013,IT-006,4504,0,0,0,0,0,0,0,0,0,0,0,0,0
0,7,2013,IT-007,4504,0,38,38,0,0,0,0,0,0,0,0,0,0
0,7,2013,IT-009,4504,0,0,0,0,0,0,0,0,0,0,0,0,0
0,7,2013,IT-010,4504,0,3,3,0,0,0,0,0,0,0,0,0,0
0,7,2013,IT-001,4520,0,1530,1530,0,0,0,0,0,0,0,0,0,0
0,7,2013,IT-003,4520,0,356,356,0,0,0,0,0,0,0,0,0,0
0,7,2013,IT-004,4520,0,60,60,0,0,0,0,0,0,0,0,0,0
0,7,2013,IT-006,4520,0,34,34,0,0,0,0,0,0,0,0,0,0
0,7,2013,IT-007,4520,0,60,60,0,0,0,0,0,0,0,0,0,0
0,7,2013,IT-009,4520,0,279,279,0,0,0,0,0,0,0,0,0,0
0,7,2013,IT-010,4520,0,5,5,0,0,0,0,0,0,0,0,0,0
0,7,2013,IT-012,4520,0,5,5,0,0,0,0,0,0,0,0,0,0
0,7,2013,IT-001,4528,0,9822,9822,0,0,0,0,0,0,0,0,0,0
0,7,2013,IT-003,4528,0,670,670,0,0,0,0,0,0,0,0,0,0
0,7,2013,IT-004,4528,0,20,20,0,0,0,0,0,0,0,0,0,0
0,7,2013,IT-006,4528,0,92,92,0,0,0,0,0,0,0,0,0,0
0,7,2013,IT-007,4528,0,142,142,0,0,0,0,0,0,0,0,0,0
0,7,2013,IT-009,4528,0,288,288,0,0,0,0,0,0,0,0,0,0
0,7,2013,IT-010,4528,0,63,63,0,0,0,0,0,0,0,0,0,0
0,7,2013,IT-012,4528,0,0,0,0,0,0,0,0,0,0,0,0,0
0,7,2013,IT-001,4536,0,16506,16506,0,0,0,0,0,0,0,0,0,0
0,7,2013,IT-003,4536,0,686,686,0,0,0,0,0,0,0,0,0,0
0,7,2013,IT-004,4536,0,72,72,0,0,0,0,0,0,0,0,0,0
0,7,2013,IT-006,4536,0,198,198,0,0,0,0,0,0,0,0,0,0
0,7,2013,IT-007,4536,0,399,399,0,0,0,0,0,0,0,0,0,0
0,7,2013,IT-009,4536,0,846,846,0,0,0,0,0,0,0,0,0,0
0,7,2013,IT-010,4536,0,50,50,0,0,0,0,0,0,0,0,0,0
0,7,2013,IT-012,4536,0,0,0,0,0,0,0,0,0,0,0,0,0
0,7,2013,IT-001,4544,0,550788,550788,0,0,0,0,0,0,0,0,0,0
0,7,2013,IT-003,4544,0,22582,22582,0,0,0,0,0,0,0,0,0,0
