JAN,29829.75
FEB,25082
MAR,33066.25
APR,29815.5
MAY,34385.75
JUN,46584.25
JUL,45683
AUG,41647.5
SEP,53000.75
OCT,51256
NOV,49716.75
DEC,55667.25
