JAN,1441,1379
FEB,1810,1477
MAR,2515,1462
APR,1244,1392
MAY,1170,1322
JUN,1179,1903
JUL,1125,1736
AUG,1137,1890
SEP,1264,1673
OCT,1386,0
NOV,1408,0
DEC,1378,0
