JAN,1344.2
FEB,1483.07
MAR,1234.47
APR,1741.73
MAY,1564.6
JUN,2216.13
JUL,1678
AUG,1270.27
SEP,1815.53
OCT,2177.33
NOV,1975.8
DEC,1888.67
