JAN,241568.99
FEB,271151.59
MAR,287242.39
APR,278718.59
MAY,283962.59
JUN,342152.59
JUL,289965.59
AUG,261762.99
SEP,305913.79
OCT,297799.39
NOV,267779.79
DEC,237199
