JAN,2354,1835
FEB,1450,1861
MAR,2193,1869
APR,2294,1811
MAY,1932,1735
JUN,1406,1834
JUL,590,1253
AUG,325,1640
SEP,1048,0
OCT,1280,0
NOV,1814,0
DEC,1848,0
