JAN,776.53,800.8,1294.07,1630.8,1262.67
FEB,897.73,813.4,1429.67,2168.07,1158.87
MAR,886.87,798.8,1186.47,2208.27,1343.73
APR,1007.2,615.33,1556.53,2214.07,1414.73
MAY,1065.4,577.53,1434.13,2149.87,1495.2
JUN,1264.13,1207,1627.27,2325.33,1445.53
JUL,1090.4,1030.27,1514.2,1706.8,1018.07
AUG,879.4,902,1145.07,1602.33,888.47
SEP,855.13,1486.6,1639.73,1766.4,0
OCT,831.27,1406.67,2108.4,2020.67,0
NOV,797.47,1538.13,1878,1674.67,0
DEC,872.33,1115.47,1803.2,1816.47,0
