JAN,38174.67
FEB,25209.93
MAR,33530.34
APR,40371.4
MAY,42249.54
JUN,42205.74
JUL,41205.54
AUG,38348.74
SEP,49682.94
OCT,50734.74
NOV,49253.27
DEC,55345.2
