JAN,94670.84,1498.73,53838.27,17,427229.59,28535.5,0,0,623.67,87589.25,6837.5,0,0
FEB,98154.49,1419.93,53714.6,6.6,425757.59,24668,0,0,808.17,93319.25,10700,0,0
MAR,107111.31,1437.4,68115.8,11.85,470487.99,19460,0,0,729.67,103169.75,470,0,0
