JAN,15,5,67.5,512.5,6755
FEB,12.5,20,142.5,175,10572.5
MAR,15,17.5,150,487.5,460
APR,7.5,140,25,422.5,397.5
MAY,450,42.5,30,337.5,735
JUN,630,70,52.5,430,1017.5
JUL,455,47.5,1835,327.5,605
AUG,370,22.5,20,430,930
SEP,467.5,87.5,105,705,0
OCT,20,495,337.5,647.5,0
NOV,0,587.5,362.5,3030,0
DEC,10,260,482.5,1602.5,0
