JAN,28849.51,491.33,8470.2
FEB,28709.68,402.4,8240.73
MAR,28671.38,651.87,8403.53
APR,29129.16,700.87,8851.6
MAY,28755.71,707.07,8684
JUN,29432.38,564.33,9052.53
JUL,27737.27,536.47,8472.47
AUG,28214.41,483.4,8455.4
SEP,0,0,0
OCT,0,0,0
NOV,0,0,0
DEC,0,0,0
