JAN,108184,69824
FEB,100465,68725
MAR,97023,69162
APR,73140,71134
MAY,70204,68174
JUN,70754,84316
JUL,68263,81030
AUG,69998,81928
SEP,69525,81216
OCT,69574,0
NOV,71842,0
DEC,70324,0
