JAN,70048,66992
FEB,73420,66934
MAR,70487,65629
APR,73534,67096
MAY,73760,69044
JUN,75386,51045
JUL,57966,36540
AUG,68396,44540
SEP,64352,0
OCT,62502,0
NOV,70628,0
DEC,68144,0
