JAN,4111,3355
FEB,3706,3241
MAR,3821,3055
APR,4355,3338
MAY,4311,3102
JUN,4349,2751
JUL,3433,2497
AUG,3724,2694
SEP,3356,0
OCT,2749,0
NOV,2145,0
DEC,3250,0
