JAN,312.25,223.5,408.4,184.6,16.45
FEB,289.2,211.35,434.2,123.1,6.6
MAR,283.35,201.45,308.1,90.4,11.85
APR,279,222.9,548.8,61.9,20.7
MAY,241.65,232.75,502.3,46.75,4.6
JUN,169,240.55,164.75,35.4,4.05
JUL,176.4,229.05,138.8,45.6,1.35
AUG,134.8,217.45,86.6,40,0.05
SEP,130.55,265.35,135.85,24.6,0
OCT,166.25,355.2,206.45,13.15,0
NOV,174.25,416.5,219.65,12.6,0
DEC,200.95,404.4,178.25,35.15,0
