JUL,304.5,38.13,166.47,0,2405.8,0,0,313.25,2.5,0
AUG,371.17,40.73,179.6,0,5331.4,0,0,410,12.5,0
SEP,352.1,47.07,172.2,0,6233,0,0,478.25,5,0
