JAN,1190,805
FEB,1115,870
MAR,1139,993
APR,757,1080
MAY,754,1135
JUN,854,1123
JUL,736,1069
AUG,721,740
SEP,731,830
OCT,807,0
NOV,828,0
DEC,715,0
