JAN,32676,63168,95322.5,12771.5,28007
FEB,23247,55839,93737,14434,23166.5
MAR,20289.5,62681.5,77966,6321,18648
APR,25886,62926.5,72376.5,20303.5,17360
MAY,28269.5,65607.5,60739,10853.5,15610
JUN,31510.5,68915,48762,9016,10584
JUL,38860.5,68173,31773,10906,5050.5
AUG,34163.5,59209.5,31748.5,14917,4203.5
SEP,27982.5,70066.5,22876,39109,0
OCT,34041,82169.5,17941,55461,0
NOV,36435,106421,12407.5,52647,0
DEC,51261,114551.5,13237,36270.5,0
