JAN,441,1398
FEB,928,1483
MAR,1681,1472
APR,1512,1457
MAY,1584,1745
JUN,1689,1482
JUL,857,523
AUG,1355,1159
SEP,1023,0
OCT,1129,0
NOV,939,0
DEC,1407,0
