JAN,7028
FEB,8652.5
MAR,11372.33
APR,7980
MAY,6304.17
JUN,4595
JUL,3014.33
AUG,2010.17
SEP,1565.17
OCT,1455.83
NOV,1202.33
DEC,1819.17
